Country Name,Country Code,year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),"Birth rate, crude (per 1,000 people)",Cereal production (metric tons),Cereal yield (kg per hectare),CPIA gender equality rating (1=low to 6=high),Crop production index (2004-2006 = 100),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2004-2006 = 100),Forest area (% of land area),Forest area (sq. km),GDP per capita (current US$),Land area (sq. km),Land under cereal production (hectares),"Literacy rate, adult total (% of people ages 15 and above)",Livestock production index (2004-2006 = 100),Mineral rents (% of GDP),"Mortality rate, infant (per 1,000 live births)",Net migration,Permanent cropland (% of land area),"Population, total",Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
China,CHN,2005,98.2774353027344,97.1768283162938,NA,55.11518134543593,5174330,NA,NA,38.933071230473345,516949.42649110197,75.36543668342723,347091.97647,0.5227314727125829,3.8812427578781663,11.641495602714457,266120618838.70496,NA,11.956483459742966,0.08609977602552696,112250000,NA,12.4,427760100,5224.6,NA,100.11,6.51,44.7999992370605,41.1360015869141,47.7869987487793,121.80235277354139,423.40917594654786,100.4,20.562372134363446,1930439.0625,1753.417829258233,9388211.875,81873970,NA,100.34,0.817071007950496,20.3,NA,1.3154794719628118,1303720000,NA,NA,NA,749352182,57.478,-1.7810266306328655,NA,9562911.875
China,CHN,2006,98.491081237793,97.427928197165,10.482112605104128,54.7636803549771,5141330,NA,NA,38.670800483239745,538545.03584979,74.83233847109926,358356.12965,0.4762622898015957,3.9775939302832604,10.625760527763886,292434931645.2204,NA,11.578350455205191,0.08291254137999421,108700000,NA,12.09,451107752,5313.4,NA,102.55,6.81,42.5999984741211,38.9889984130859,45.5299987792969,119.80285077546569,452.04609015639375,103.12,20.72356302165655,1945571.875,2099.2294346044728,9388211.25,84899810,NA,103.86,1.38276592881922,18.7,NA,1.342108700419369,1311020000,NA,NA,NA,735901746,56.132,-1.8112463408996207,NA,9562911.25
China,CHN,2007,98.7002105712891,97.6850247342449,NA,54.8100187089699,5145680,NA,NA,38.59175764992759,557330.5864529592,74.2899674983151,365624.83543000004,0.4589518943970264,3.7578535550313936,10.246163996530075,363773907328.29443,63.01,11.555450163326517,0.08231750114767222,108485000,645,12.1,456321100,5319.9,NA,108.03,6.93,40.7999992370605,37.2900009155273,43.6349983215332,111.05443754057312,469.3524450384846,108.15,20.88475226609011,1960704.53125,2693.9698268348543,9388210.625,85776290,NA,107.7,2.33066248907825,17.2,-2178385,1.4113445606680772,1317885000,NA,NA,NA,722214159,54.801,-1.8774898511064626,NA,9562910.625
China,CHN,2008,98.9163970947266,97.9911150041327,NA,54.807994894128186,5145490,NA,NA,37.59444364837473,577909.306651546,74.70607829106858,375435.62057,0.43441156413313786,3.5582839631252132,10.169036531863028,467196741836.60254,NA,11.516145548769044,0.08161823267190325,108116000,NA,12.14,478546900,5548.4,NA,114.72,7.06,39.5999984741211,36.1889991760254,42.3450012207031,113.89654058429575,482.88079470198676,113.95,21.045941795218297,1975837.34375,3468.3044632474707,9388210.625,86249030,NA,111.92,2.68733745102252,15.8,NA,1.4486253603838377,1324655000,NA,NA,NA,708173810,53.461,-1.9632156108452485,NA,9562910.625
China,CHN,2009,99.1512222290039,98.3741144164196,NA,54.80841731165774,5145530,NA,NA,NA,NA,NA,NA,0.44839818157377453,3.3652798545538465,9.63618203609171,491609333372.3687,NA,11.473964222950352,0.08091582410648558,107720000,NA,12.13,481563308,5447.5,NA,116.76,7.08,38.0999984741211,34.7970008850098,40.7470016479492,111.17754060217297,498.8500742666171,116.86,21.207129912527268,1990970.15625,3832.2359515672742,9388211.25,88400730,NA,115.77,1.27165609565395,14.7,NA,1.4912318893548544,1331260000,NA,NA,NA,693852712,52.12,-2.0429850480030662,NA,9562911.25
China,CHN,2010,99.7,99.4091464137797,NA,54.80809776196717,5145500,NA,NA,NA,NA,NA,NA,0.4566451758409482,3.7181856112259264,9.325163854252883,567638066259.9885,NA,11.420705941187679,0.08015220097106612,107220000,NA,11.9,496343192,5524.9,NA,120.49,7.11,36.7000007629395,33.5419998168945,39.2179985046387,101.74601595888429,515.4089722066778,119.96,21.368319430924608,2006102.96875,4550.453595838572,9388211.25,89836790,95.1244812011719,119.11,2.41471878392153,13.6,NA,1.5444901711175278,1337705000,8868577,0.907172261,83906.6875,679206337,50.774,-2.133474238732348,2.350330403,9562911.25
China,CHN,2011,99.874382019043,99.7461698945212,10.491047569443769,54.80841731165774,5145530,NA,NA,NA,NA,NA,NA,0.5335528594346259,4.194170190271058,9.177661524916372,693051149113.9828,NA,11.346144346719935,0.0792482869960495,106520000,NA,11.93,519373896,5707,NA,126.74,7.14,34.7999992370605,31.6720008850098,37.2919998168945,100.90445972625857,533.406778069846,123.39,21.53258960805766,2021525,5618.132491349625,9388211.25,91006830,NA,119.84,2.83108215985486,12.6,NA,1.6190517655852708,1344130000,NA,NA,NA,665196496,49.489,-2.0842485331637266,NA,9562911.25
China,CHN,2012,99.9748764038086,99.9479141780843,NA,54.80841731165774,5145530,NA,NA,NA,NA,NA,NA,0.4615909282280826,3.8611832374926407,9.113706413160532,777602458691.7606,64.31,11.282234408604728,0.0784188880539278,105920000,645,12.1,539346800,5825.2,NA,131.29,7.15,33.5999984741211,30.5340003967285,36.0400009155273,101.75519459434126,550.9979229607251,127.7,21.696859785190707,2036947.03125,6316.918863356832,9388211.25,92588200,NA,124.7,0.967460423117849,11.6,-1552209,1.6829617037004787,1350695000,NA,NA,NA,651507733,48.235,-2.07932136898966,NA,9562911.25
China,CHN,2013,100,100,NA,54.80841731165774,5145530,NA,NA,NA,NA,NA,NA,0.4402826334735383,3.6334564730496273,8.942898985974173,855871719551.9545,NA,11.260931095899657,0.07788533793042479,105720000,NA,12.08,552691792,5894.2,NA,134.06,7.16,31.3999996185303,28.2630004882813,33.8969993591309,102.73576813122808,558.9954597048808,129.79,21.861129962323762,2052369.0625,7050.645919889634,9388211.25,93768680,NA,126.48,0.810058968867987,10.8,NA,1.704265016405548,1357380000,NA,NA,NA,637792141,46.987,-2.127683357079489,NA,9562911.25
China,CHN,2014,100,100,NA,54.80841731165774,5145530,NA,NA,NA,NA,NA,NA,0.44602960160140764,3.4805222011627404,8.643488105517548,905464400820.3927,NA,11.25880076462915,0.0774773321996379,105700000,645,12.37,557417300,5891.9,NA,136.31,7.16,29.5,26.326000213623,32.0250015258789,95.20990290968602,567.2563859981078,131.86,22.025398475135503,2067790.9375,7678.599431661004,9388211.25,94607680,NA,127.06,0.571116965879042,9.9,NA,1.7063953476760547,1364270000,NA,NA,NA,624030741,45.741,-2.1812800876459444,NA,9562911.25
China,CHN,2015,100,100,NA,56.222957275274354,5278330,NA,NA,NA,NA,NA,NA,0.39704284702825654,3.781226045125851,8.387009111599458,927733440385.3876,64.4,12.675471059516264,0.08678403173816018,119000000,NA,12.07,621439200,5896.2,NA,141.21,7.11,28.5799999237061,25.4769992828369,31.0440006256104,94.4367921866228,506.109243697479,135.91,22.18966865226856,2083212.96875,8066.94242356745,9388211.25,105397273,NA,128.01,0.375993159570635,9.2,NA,1.704265016405548,1371220000,NA,NA,NA,610192900,44.5,-2.2424494893511415,NA,9562911.25
China,CHN,2016,100,100,NA,56.21231310334984,5277330,NA,NA,NA,NA,NA,NA,0.4203467783152213,3.4924048945943476,8.057287621529134,905097449017.9849,NA,12.664821089430253,0.0862428508738526,118900000,NA,12.95,616250500,5980.9,NA,144.2,7.09,27.7000007629395,24.6599998474121,30.1100006103516,98.64179747260742,503.32211942809084,139.03,22.353941805732937,2098635,8147.938147782204,9388210,103036180,NA,130.43,0.389636383807915,8.5,NA,1.7042652433211445,1378665000,NA,NA,NA,596465626,43.264,-2.275352296057764,NA,9562910
China,CHN,2017,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4129756167075887,3.665045027998395,7.463560166093795,918794756465.6448,NA,NA,NA,NA,NA,12.43,617930299,6029,NA,NA,7.11,26.9799995422363,24.0410003662109,29.3040008544922,NA,NA,NA,NA,NA,8879.438148885063,9388210,102493146,NA,NA,0.406578270512246,7.9,-1741996,NA,1386395000,NA,NA,NA,582840458,42.04,-2.3108121772192947,NA,9562910
China,CHN,2018,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42011173682112624,3.3328378967391186,7.043025250927055,978615477629.9879,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,7.1,26.1019992828369,23.2779998779297,28.3290004730225,NA,NA,NA,NA,NA,9976.676821807729,9388210,NA,96.8408889770508,NA,0.330954106734604,7.3,NA,NA,1392730000,NA,NA,NA,568902350,40.848,-2.4204689426004893,NA,9562910
China,CHN,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.111634066029775,1020014764634.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.363000869751,22.6350002288818,27.5049991607666,NA,NA,NA,NA,NA,10261.679128374431,NA,NA,NA,NA,NA,6.8,NA,NA,1397715000,NA,NA,NA,554781038,39.692,-2.5135292752365013,NA,NA
China,CHN,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7290000915527,22.0869998931885,26.7940006256104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,COL,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11,NA,NA,NA,NA,11.666,NA,NA,NA,NA,NA,NA,NA,NA,251.0413665497698,NA,NA,NA,NA,NA,94.3,NA,NA,16057724,NA,NA,NA,8628136,53.732,NA,NA,NA
Colombia,COL,1961,NA,NA,NA,36.02523659305994,399700,18241,51.6449603624009,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1834159531320414,0.2131844695717497,3532000,NA,45.751,1476921,1275.2,NA,31.77,11.306,NA,NA,NA,NA,NA,27.53,NA,NA,274.0523634168708,1109500,1158170,NA,28.45,NA,91.4,NA,1.2960793150067598,16567811,NA,NA,NA,8664634,52.298,0.4221192347419818,NA,1141750
Colombia,COL,1962,NA,NA,NA,36.92834610184768,409720,19251,54.50453001132502,NA,NA,NA,NA,4.130438972648341,5.137463220494583,NA,NA,NA,3.1834159531320414,0.20663528602898582,3532000,3240,45.25,1616500,1350.8,NA,34.77,10.959,NA,NA,NA,NA,NA,29.72,NA,NA,289.9179627123168,1109500,1196700,NA,30.28,NA,88.7,-306563,1.2978819287967553,17092918,NA,NA,NA,8692945,50.857,0.3262093763811021,NA,1141750
Colombia,COL,1963,NA,NA,NA,37.39792699414151,414930,20380,57.40845070422536,NA,NA,NA,NA,3.096212326481403,6.289242715197488,NA,NA,NA,3.199639477242001,0.20136155579084922,3550000,NA,44.596,1551280,1386.1,NA,32.73,10.619,NA,NA,NA,NA,NA,29.31,NA,NA,274.3149419898156,1109500,1119160,NA,31.15,NA,86.2,NA,1.3005858494817486,17629979,NA,NA,NA,8712030,49.416,0.2193052003702657,NA,1141750
Colombia,COL,1964,NA,NA,NA,37.85038305543038,419950,20125,56.690140845070424,NA,NA,NA,NA,2.390807263373777,5.539950859244126,NA,NA,NA,3.199639477242001,0.1953212580779783,3550000,NA,43.79,1826649,1454.2,NA,34.9,10.282,NA,NA,NA,NA,NA,30.86,NA,NA,328.65506825194177,1109500,1256100,NA,32.01,NA,83.7,NA,1.302388463271744,18175185,NA,NA,NA,8719182,47.973,0.08205970303538337,NA,1141750
Colombia,COL,1965,NA,NA,NA,38.76340694006309,430080,20535,57.68258426966292,NA,NA,NA,NA,2.889879363263527,7.277927302081352,27.286403914826078,1571904761.9047618,NA,3.2086525461919786,0.19011767269266705,3560000,NA,42.827,1812755,1259.1,NA,35.27,9.945,NA,NA,NA,NA,NA,31.42,NA,NA,307.6468107499744,1109500,1439697,NA,33.08,NA,81.5,NA,1.3050923839567372,18725245,NA,NA,NA,8834571,47.18,1.314712153542021,NA,1141750
Colombia,COL,1966,NA,NA,NA,38.77422262280306,430200,20800,58.26330532212886,NA,NA,NA,NA,1.6145336049014654,6.202902033500283,26.608446476086513,1444444444.4444444,NA,3.2176656151419554,0.1851684721889403,3570000,NA,41.705,1810000,1301.4,NA,36.68,9.608,NA,NA,NA,NA,NA,31.35,NA,NA,281.5659608749142,1109500,1390770,NA,31.69,NA,79.3,NA,1.3068949977467328,19279740,NA,NA,NA,8948306,46.413,1.2791692912536412,NA,1141750
Colombia,COL,1967,NA,NA,NA,38.77692654348805,430230,21147,59.235294117647065,NA,NA,NA,NA,4.184728397463453,4.326119952420325,26.892218119852323,1566517540.1710935,NA,3.2176656151419554,0.17996210209849925,3570000,3240,40.459,1776700,1421.7,NA,37.61,9.273,NA,NA,NA,NA,NA,32.02,NA,NA,293.6442345076092,1109500,1249700,NA,31.88,NA,77.2,-338635,1.309598918431726,19837510,NA,NA,NA,9055427,45.648,1.1900005861598661,NA,1141750
Colombia,COL,1968,NA,NA,NA,38.77872915727805,430250,21542,60.34173669467787,NA,NA,NA,NA,6.874425338367189,4.467435743290348,26.85938497662252,1600876519.9457393,NA,3.2176656151419554,0.1750540693966308,3570000,NA,39.14,1952100,1528.8,NA,40.03,8.945,NA,NA,NA,NA,NA,33.31,NA,NA,292.2575678463078,1109500,1276875,NA,32.64,NA,75,NA,1.3114015322217214,20393699,NA,NA,NA,9153304,44.883,1.0750660514444286,NA,1141750
Colombia,COL,1969,NA,NA,NA,38.78323569175304,430300,22157,62.02967525195968,NA,0,NA,0,7.5246323811958185,4.916159611469972,25.86728483459831,1668485194.8711731,NA,3.2194682289319516,0.17056261214062,3572000,NA,37.804,1839285,1607.8,NA,40.1,8.626,NA,NA,NA,NA,NA,33.96,NA,NA,307.99516607551794,1109500,1143960,NA,33.94,NA,72.8,NA,1.3141054529067147,20942456,NA,NA,NA,9240440,44.123,0.9474596562206123,NA,1141750
Colombia,COL,1970,NA,NA,NA,38.78323569175304,430300,22713,63.58622620380739,74.71515526423799,27585.58247510931,77.76439835924596,11689.442490000001,6.186487131711442,4.36764711130028,25.08737045071101,1805879355.0275967,NA,3.2194682289319516,0.16629372397150569,3572000,NA,36.525,1888195,1807.4,NA,41.49,8.322,NA,NA,NA,NA,NA,35.54,NA,NA,335.1181879663247,1109500,1044713,NA,36.22,0.0171802943276941,70.5,NA,1.3141054529067147,21480065,NA,NA,NA,9314830,43.365,0.8018250185362851,NA,1141750
Colombia,COL,1971,NA,NA,NA,40.60748084722848,450540,23469,65.68429890848026,77.66295052013938,28401.34100521497,80.95659009838977,11700.18399,5.924927144402362,4.445600413704442,23.519110118933067,1839284012.1806223,NA,3.220369535826949,0.16237971494247858,3573000,NA,35.383,2123548,1904.5,NA,42.35,8.037,NA,NA,NA,NA,NA,37.68,NA,NA,355.4075658374867,1109500,1115010,NA,39.15,0.0260991614858658,68.2,NA,1.334835511491663,22003980,NA,NA,NA,9375896,42.61,0.6534386870143923,NA,1141750
Colombia,COL,1972,NA,NA,NA,40.620099143758445,450680,24051,67.03177257525084,76.9118483361828,29365.251342147938,79.67033266533066,12324.203759999999,7.941348874050602,5.103698247331816,24.13060217072579,2092451078.5806725,NA,3.233889139251915,0.15935034091779668,3588000,3240,34.418,2227384,2012.2,NA,44.27,7.774,NA,NA,NA,NA,NA,38.27,NA,NA,385.11258926249866,1109500,1106940,NA,38.03,0.0111491836665008,65.9,-380422,1.3339342045966651,22516425,NA,NA,NA,9424700,41.857,0.5191761965786981,NA,1141750
Colombia,COL,1973,NA,NA,NA,40.634520054078415,450840,23800,66.0377358490566,78.53522259102415,29919.48521527988,81.58515906499316,12487.097290000003,5.4769603121813635,5.441404937958165,24.128968580358613,2489086489.3070927,NA,3.2483100495718795,0.15652879927948107,3604000,NA,33.647,2349871,2105.9,NA,46.83,7.534,NA,NA,NA,NA,NA,38.59,NA,NA,448.03371989689896,1109500,1115860,NA,37.07,0.00934964008229358,63.4,NA,1.3339342045966651,23024517,NA,NA,NA,9465379,41.11,0.43069235318228033,NA,1141750
Colombia,COL,1974,NA,NA,NA,40.64803965750338,450990,23753,65.63415308096158,78.26099071693598,31144.822126702562,82.06846435935844,12806.755960000002,5.31039498250043,4.83151043761999,24.382103330190084,3016073395.0586495,NA,3.2618296529968456,0.15374885941627434,3619000,NA,33.075,2854540,2389.8,NA,50.05,7.318,NA,NA,NA,NA,NA,41.39,NA,NA,525.5258191297355,1109500,1194450,NA,38.73,0.0122687910815303,60.9,NA,1.3339342045966651,23538386,NA,NA,NA,9507860,40.393,0.44779988263894954,NA,1141750
Colombia,COL,1975,NA,NA,NA,40.662460567823345,451150,24187,66.539202200825315,77.56076107731403,32199.892886574456,81.12160039208162,13238.275339999998,6.976468584203601,4.205099168263895,23.886469780897933,3128801228.6799774,NA,3.2762505633168093,0.15104605940776564,3635000,NA,32.672,2841330,2379.2,NA,54.72,7.122,NA,NA,NA,NA,NA,45.17,NA,NA,544.2907935356305,1109500,1194250,NA,41.88,0.0197907748931689,58.2,NA,1.3339342045966651,24065507,NA,NA,NA,9552562,39.694,0.46905658184147947,NA,1141750
Colombia,COL,1976,NA,NA,NA,40.67598017124831,451300,24621,67.45479452054795,76.61376062537599,33038.84151832652,80.08949396084967,13829.847410000002,5.209142673513364,4.098230621535264,23.62860954027091,3624960368.9292407,NA,3.2897701667417754,0.14832506661522563,3650000,NA,32.389,2909420,2276.8,NA,55.71,6.941,NA,NA,NA,NA,NA,47.96,NA,NA,623.4286903863701,1109500,1277850,NA,46.23,0.0220333481849786,55.5,NA,1.3339342045966651,24608113,NA,NA,NA,9596426,38.997,0.4581346723994694,NA,1141750
Colombia,COL,1977,NA,NA,NA,40.84272194682289,453150,25594,69.81451172940535,78.39982281010461,33555.98656077568,82.39752781483568,13919.60636,6.33121556430438,3.6052095803064406,25.047030218049827,4876897390.018002,NA,3.3041910770617395,0.14568115576895985,3666000,3240,32.148,2672126,2249.6,NA,58.2,6.768,NA,NA,NA,NA,NA,47.9,NA,NA,773.7457847590614,1109500,1187825,NA,46.25,0.0169199411806611,52.7,-419350,1.3339342045966651,25164545,NA,NA,NA,9639782,38.307,0.45077567694911064,NA,1141750
Colombia,COL,1978,NA,NA,NA,40.79405137449301,452610,26500,71.99130671013312,76.97110951826414,34557.79601152457,80.88892598261883,14121.00468,3.715194529264016,3.07675277972585,23.040461271024213,5360020462.974805,NA,3.317710680486706,0.14304215336846784,3681000,NA,31.887,3415824,2390.1,NA,63.06,6.602,NA,NA,NA,NA,NA,50.63,NA,NA,904.0105529455863,1109500,1429165,NA,45.68,0.00964454178709597,50,NA,1.3339342045966651,25733673,NA,NA,NA,9681265,37.621,0.4294080309674768,NA,1141750
Colombia,COL,1979,NA,NA,NA,40.80847228481298,452770,27500,74.38463619150663,76.1845003547163,34380.38895107566,80.16809021929078,14178.64949,3.4802975897943775,3.435609711116515,21.46587742268154,5997654430.376772,NA,3.3321315908066698,0.14050092513227494,3697000,NA,31.576,3381881,2463,NA,64.16,6.441,NA,NA,NA,NA,NA,52.54,NA,NA,1061.8484255449312,1109500,1373100,NA,48.37,0.0522365721870439,47.3,NA,1.3339342045966651,26312994,NA,NA,NA,9719757,36.939,0.396804359130006,NA,1141750
Colombia,COL,1980,NA,NA,NA,40.821991888237946,452920,28423,76.57058189655173,75.8127545186256,34275.24956888871,79.65063189346199,14247.009759999999,4.748059968386794,2.8428719118882744,19.359900704818475,6466349255.366627,NA,3.345651194231636,0.1379899694080104,3712000,NA,31.196,3224948,2414.5,NA,65.43,6.286,NA,NA,NA,NA,NA,53.02,NA,NA,1241.6396793446233,1109500,1335650,NA,48.19,0.500917811570321,44.7,NA,1.3339342045966651,26900506,NA,NA,NA,9754661,36.262,0.358460390185421,NA,1141750
Colombia,COL,1981,NA,NA,NA,40.83641279855791,453080,29500,79.13090128755364,76.24706648017458,34667.63495187338,80.65955058951211,14192.231829999999,7.065019305060888,2.6167276857497543,19.247740412039096,7003938395.131512,NA,3.3600721045516,0.13558031520750352,3728000,NA,30.748,3409936,2479.7,NA,66.7,6.143,NA,NA,NA,NA,NA,54.52,NA,NA,1323.3761400186404,1109500,1375115,NA,51.24,0.253166559993085,42.2,NA,1.3339342045966651,27496617,NA,NA,NA,9786596,35.592,0.3268472281992059,NA,1141750
Colombia,COL,1982,NA,NA,NA,40.849932401982876,453230,31000,82.82126636387925,75.80399896104623,35249.61755687611,78.9483663355425,14434.98167,4.648685295861199,2.6910383734473613,18.765121343147673,7312399938.832003,NA,3.3735917079765665,0.13319422490053046,3743000,3240,30.263,3617861,2441,NA,63.19,6.017,NA,NA,NA,NA,NA,53.78,NA,NA,1386.6732157711226,1109500,1482110,NA,51.39,0.146450351156098,40,-370972,1.3339342045966651,28101819,NA,NA,NA,9815122,34.92700000000001,0.2910563261636197,NA,1141750
Colombia,COL,1983,NA,NA,NA,40.86435331230284,453390,32000,85.1290236765097,74.69835956701073,34308.95654912803,79.95737619428331,14354.350359999999,4.76153883809285,2.500477476530989,18.71389528367588,7247858478.901816,NA,3.3880126182965298,0.1309108841308078,3759000,NA,29.77,3379234,2514,NA,63.56,5.909,NA,NA,NA,NA,NA,52.5,NA,NA,1348.804294378484,1109500,1344190,NA,48.3,0.244720171860986,37.9,NA,1.3339342045966651,28714190,NA,NA,NA,9839491,34.266999999999996,0.24797244786400485,NA,1141750
Colombia,COL,1984,NA,NA,NA,40.8796755295178,453560,33066,87.61526232114467,75.10873171058127,32920.757978601454,81.60747535101743,13989.05876,5.193147822820418,3.630874047155961,17.408929767898222,6659458923.302007,NA,3.4015322217214963,0.12866828191841068,3774000,NA,29.28,3257772,2579.9,NA,65.76,5.823,NA,NA,NA,NA,NA,54.37,NA,NA,1304.1768212431784,1109500,1262760,NA,50.94,0.27751491995565,36,NA,1.3357368183866607,29331238,NA,NA,NA,9859109,33.613,0.19918173358445834,NA,1141750
Colombia,COL,1985,NA,NA,NA,40.896800360522754,453750,33450,88.25857519788917,74.18627174125697,32861.031626605,80.96589332029953,14070.58814,5.533490425462869,3.9269312870244897,16.990694303510573,5928802761.8249235,NA,3.4159531320414604,0.12653916615897973,3790000,NA,28.813,3144300,2662.6,NA,63.56,5.758,NA,NA,NA,NA,NA,55.01,NA,NA,1165.042141448118,1109500,1180900,NA,51.72,0.259634399579725,34.4,NA,1.3384407390716537,29951201,NA,NA,NA,9873713,32.965999999999994,0.1480173759874998,NA,1141750
Colombia,COL,1986,NA,NA,NA,40.91482649842271,453950,33757,88.71747700394218,73.10495343843915,33155.50884779563,80.84091792810123,14630.25222,3.904785043631075,3.994291783561531,17.47692530711749,6106872822.514888,NA,3.429472735466426,0.12445834452804251,3805000,NA,28.392,3067149,2495.1,NA,66.63,5.718,NA,NA,NA,NA,NA,56.81,NA,NA,1142.9394007241165,1109500,1229269,NA,53.42,0.265965191639337,32.9,NA,1.3429472735466428,30572478,NA,NA,NA,9915878,32.434,0.42613375694484706,NA,1141750
Colombia,COL,1987,NA,NA,NA,40.9202343397927,454010,34232,89.51882845188285,71.6989877442436,34112.084001103285,79.45068579467899,15283.253890000002,3.954549820277457,4.012538612156816,18.063738666661834,6570379136.272823,NA,3.4465975664713837,0.12258212449375169,3824000,3240,28.02,3598000,2724.1,NA,67.43,5.698,NA,NA,NA,NA,NA,58.46,NA,NA,1165.9825463791342,1109500,1320800,NA,54.32,0.337285715802758,31.7,-324000,1.3465525011266335,31195413,NA,NA,NA,9966622,31.948999999999998,0.5104399364004479,NA,1141750
Colombia,COL,1988,NA,NA,NA,40.813880126182966,452830,34200,93.98186314921682,73.15070991662763,34691.724177960656,80.91385057676858,15425.673779999997,5.314205459164115,3.701509261671659,16.749294283998736,6567825404.205523,NA,3.2798557908968005,0.11435296224922441,3639000,NA,27.696,3553800,2514.4,NA,70.44,5.692,NA,NA,NA,NA,NA,62.34,NA,NA,1232.2262312755597,1109500,1413400,NA,59.71,0.62230676120109,30.6,NA,1.4069400630914826,31822525,NA,NA,NA,10013912,31.468000000000004,0.47336160587797504,NA,1141750
Colombia,COL,1989,NA,NA,NA,40.72374943668319,451830,33000,95.04608294930875,73.44438898174384,35854.5224794416,81.29475260828455,15698.414260000003,4.827117869013164,3.9072868658532274,16.05719099146292,6349026195.954848,NA,3.1293375394321767,0.10697065722777963,3472000,NA,27.41,4007400,2486.9,NA,74.17,5.695,NA,NA,NA,NA,NA,67.36,NA,NA,1218.2109348719014,1109500,1611400,NA,64.17,0.476024318663396,29.7,NA,1.4673276250563316,32457499,NA,NA,NA,10059228,30.992000000000004,0.45150959924210066,NA,1141750
Colombia,COL,1990,89.9,71.6868216766517,NA,40.63361874718341,450830,32000,96.8229954614221,71.90054060051767,36131.74726473454,80.05724589133185,16262.10121,4.323799023556642,3.544607607071007,17.06678100070274,8165446183.251702,NA,2.978819287967553,0.09984117549767654,3305000,NA,27.136,4314100,2475.4,NA,78.88,5.698,NA,NA,NA,NA,NA,70.21,58.05948625506985,644170,1445.328368261105,1109500,1742800,NA,69.1,0.226319779004156,28.8,NA,1.5277151870211807,33102575,1090598.125,0.526733715,5934.868164,10102575,30.519000000000005,0.4299919683570689,0.412148493,1141750
Colombia,COL,1991,90.9841995239258,73.3948755180152,NA,40.45425867507886,448840,31000,102.04081632653062,72.00938616511372,35616.7785192854,80.41892939543477,16110.50346,5.178602567323963,3.5050965151039337,17.454798161242806,8583495774.425402,NA,2.7381703470031544,0.0899925846465719,3038000,NA,26.844,3947987,2450.7,NA,80.56,5.693,23.1280002593994,6.82499980926514,33.0060005187988,NA,NA,70.98,57.82347059486255,641551.40625,1456.6939689909927,1109500,1610968,NA,71.38,0.183338253344354,28,NA,1.5890040558810274,33758337,NA,NA,NA,10144718,30.051000000000002,0.4162834099219661,NA,1141750
Colombia,COL,1992,91.3042373657227,73.8183783458606,NA,40.54348805768364,449830,29000,94.46254071661238,71.49803781584636,36269.66761929817,79.88616361563263,16137.601799999999,6.272150214323545,3.5325102980178555,16.793943391758607,9810851345.390383,NA,2.7670121676430823,0.08918567350391542,3070000,3240,26.505,3673752,2549.9,NA,84.25,5.672,23.0349998474121,6.81699991226196,32.9080009460449,NA,NA,70.32,57.58746197611537,638932.890625,1697.1128867028244,1109500,1440723,NA,67.28,0.111105532529024,27.2,-287950,1.6493916178458765,34422569,NA,NA,NA,10183917,29.585,0.3856535235488065,NA,1141750
